lrs	losses
1.1066238203571999e-10	2.353937864303589
1.1178924452792671e-10	2.3539378643035884
1.129275770117566e-10	2.353937864303588
1.1407750438729991e-10	2.353937864303588
1.1523913767685912e-10	2.3539378643035893
1.1641260178052448e-10	2.3539378643035884
1.1759801465949238e-10	2.3539378643035884
1.1879550121385307e-10	2.353937864303588
1.2000518634369683e-10	2.353937864303588
1.2122718107132613e-10	2.3539378643035884
1.2246162417461903e-10	2.353937864303588
1.2370864055366582e-10	2.353937864303588
1.2496835510855675e-10	2.353937864303589
1.262408927393821e-10	2.353937864303589
1.2752639222401996e-10	2.3539378643035884
1.2882497846256058e-10	2.3539378643035884
1.3013679023288205e-10	2.353937864303588
1.3146195243507464e-10	2.3539378643035884
1.3280061772480423e-10	2.3539378643035884
1.341529110021611e-10	2.3539378643035884
1.355189710450233e-10	2.3539378643035884
1.3689893663126895e-10	2.3539378643035884
1.3829296041656391e-10	2.3539378643035884
1.3970118117878627e-10	2.3539378643035884
1.411237376958141e-10	2.353937864303589
1.4256078262331329e-10	2.353937864303588
1.440124547391619e-10	2.3539378643035884
1.4547892057681366e-10	2.353937864303588
1.4696031891414663e-10	2.353937864303589
1.4845680240682668e-10	2.3539378643035884
1.4996852371051972e-10	2.3539378643035884
1.5149563548089162e-10	2.3539378643035884
1.5303829037360828e-10	2.3539378643035884
1.5459665492212338e-10	2.3539378643035884
1.5617089565989062e-10	2.3539378643035884
1.5776116524257588e-10	2.353937864303588
1.5936763020363287e-10	2.353937864303588
1.6099045707651527e-10	2.3539378643035884
1.6262979851688897e-10	2.3539378643035884
1.6428583493599547e-10	2.353937864303589
1.6595873286728846e-10	2.3539378643035884
1.6764867272200945e-10	2.353937864303589
1.6935582103361213e-10	2.3539378643035884
1.710803443355502e-10	2.3539378643035884
1.7282243691685295e-10	2.3539378643035884
1.745822653109741e-10	2.353937864303588
1.7636000992915513e-10	2.3539378643035884
1.7815586506042536e-10	2.3539378643035884
1.7996999723823848e-10	2.3539378643035884
1.818026146294116e-10	2.3539378643035884
1.8365388376739844e-10	2.3539378643035884
1.855240128190161e-10	2.3539378643035884
1.8741318219550607e-10	2.353937864303588
1.8932158618589767e-10	2.3539378643035884
1.9124941907922022e-10	2.3539378643035884
1.9319688904229082e-10	2.3539378643035884
1.951641903641388e-10	2.353937864303588
1.9715151733379344e-10	2.353937864303588
1.9915909199585968e-10	2.353937864303588
2.0118710863936684e-10	2.353937864303588
2.0323577543113203e-10	2.353937864303588
2.0530530053797236e-10	2.353937864303588
2.0739589212670495e-10	2.353937864303588
2.0950777224193473e-10	2.3539378643035875
2.1164116292826662e-10	2.353937864303588
2.1379627235251775e-10	2.3539378643035875
2.1597333643708083e-10	2.353937864303588
2.18172563348773e-10	2.3539378643035875
2.2039418900998697e-10	2.3539378643035875
2.226384354653277e-10	2.353937864303588
2.2490553863718787e-10	2.3539378643035875
2.2719572057017245e-10	2.353937864303588
2.2950923106446197e-10	2.3539378643035875
2.3184629216466135e-10	2.3539378643035875
2.3420715367095113e-10	2.3539378643035875
2.3659205150572404e-10	2.353937864303588
2.3900123546916063e-10	2.3539378643035875
2.4143495536144144e-10	2.3539378643035875
2.43893460982747e-10	2.353937864303588
2.4637700213325786e-10	2.353937864303588
2.4888582861315456e-10	2.353937864303588
2.5142019022261763e-10	2.353937864303588
2.5398036451740325e-10	2.353937864303588
2.5656660129769193e-10	2.353937864303588
2.5917917811923985e-10	2.3539378643035884
2.6181837253780316e-10	2.3539378643035884
2.644844343535624e-10	2.3539378643035884
2.671776411222737e-10	2.3539378643035884
2.698982703996933e-10	2.353937864303589
2.7264659974157723e-10	2.353937864303589
2.7542293445925736e-10	2.3539378643035893
2.782275243529142e-10	2.3539378643035893
2.810606747338795e-10	2.3539378643035898
2.839226909134851e-10	2.35393786430359
2.868138504474871e-10	2.35393786430359
2.8973443089164164e-10	2.353937864303591
2.9268476531285614e-10	2.353937864303591
2.9566513126688676e-10	2.3539378643035915
2.986758618206409e-10	2.353937864303592
3.0171723452987464e-10	2.353937864303592
3.0478958246149546e-10	2.3539378643035924
3.078932109268351e-10	2.353937864303593
3.110284529928009e-10	2.353937864303593
3.141956139707247e-10	2.353937864303593
3.1739502692751387e-10	2.3539378643035933
3.206270249300758e-10	2.353937864303593
3.238919410453178e-10	2.3539378643035933
3.2719008058457177e-10	2.3539378643035938
3.3052180437032064e-10	2.3539378643035938
3.338874732250474e-10	2.353937864303594
3.372873924600839e-10	2.353937864303594
3.4072195065348865e-10	2.353937864303594
3.441914808721691e-10	2.353937864303594
3.4769634393860827e-10	2.353937864303594
3.512369006752891e-10	2.3539378643035946
3.548135119046947e-10	2.3539378643035946
3.5842653844930794e-10	2.3539378643035946
3.620763411316119e-10	2.353937864303595
3.657633085296652e-10	2.353937864303595
3.6948782922152645e-10	2.353937864303595
3.7325026402967865e-10	2.353937864303595
3.77051029287756e-10	2.353937864303595
3.808904858182416e-10	2.353937864303595
3.8476904995476957e-10	2.353937864303595
3.886871102753986e-10	2.353937864303595
3.926450553581873e-10	2.3539378643035955
3.9664330153676985e-10	2.353937864303595
4.0068226514478056e-10	2.353937864303595
4.047623625158536e-10	2.353937864303595
4.088840099836233e-10	2.353937864303595
4.130476238817238e-10	2.3539378643035955
4.1725362054378934e-10	2.3539378643035955
4.2150247181460543e-10	2.3539378643035955
4.2579456627223067e-10	2.353937864303595
4.301303757614505e-10	2.353937864303595
4.3451034437147484e-10	2.3539378643035955
4.389349161915135e-10	2.3539378643035955
4.434045353107763e-10	2.3539378643035955
4.479196735740487e-10	2.353937864303596
4.5248077507054063e-10	2.353937864303596
4.570883394006131e-10	2.3539378643035955
4.61742810653476e-10	2.353937864303596
4.664446606739148e-10	2.3539378643035964
4.711944168178661e-10	2.3539378643035964
4.759925231745399e-10	2.3539378643035964
4.808394793442972e-10	2.3539378643035964
4.85735784927499e-10	2.3539378643035964
4.906819950356578e-10	2.3539378643035964
4.956785537579833e-10	2.3539378643035964
5.007259606948367e-10	2.353937864303597
5.058247709577302e-10	2.3539378643035964
5.109755396581761e-10	2.353937864303597
5.161787108853844e-10	2.353937864303597
5.214348952620185e-10	2.353937864303597
5.267445923884395e-10	2.3539378643035973
5.321083573761598e-10	2.3539378643035973
5.375267453366916e-10	2.3539378643035973
5.430003113815474e-10	2.3539378643035973
5.485296106222393e-10	2.3539378643035973
5.541151981702797e-10	2.3539378643035973
5.597576846483321e-10	2.353937864303597
5.654576251679089e-10	2.353937864303597
5.712156303516736e-10	2.353937864303597
5.770322553111384e-10	2.3539378643035973
5.829081106689671e-10	2.3539378643035977
5.88843807047823e-10	2.3539378643035973
5.948398995592186e-10	2.3539378643035973
6.008970543369685e-10	2.3539378643035973
6.070159375148876e-10	2.3539378643035973
6.131971042044881e-10	2.3539378643035973
6.194412205395849e-10	2.3539378643035973
6.257488971428415e-10	2.3539378643035977
6.321208001480727e-10	2.3539378643035977
6.385575956890932e-10	2.3539378643035973
6.450599498997178e-10	2.3539378643035973
6.516285289137613e-10	2.3539378643035973
6.582639988650385e-10	2.3539378643035973
6.649670258873641e-10	2.3539378643035977
6.717382761145529e-10	2.3539378643035977
6.785785267027222e-10	2.3539378643035973
6.854883882745355e-10	2.3539378643035977
6.9246863798611e-10	2.353937864303598
6.995199419712606e-10	2.353937864303598
7.066430773861043e-10	2.353937864303598
7.138387103644561e-10	2.353937864303598
7.211076180624332e-10	2.353937864303598
7.284505776361527e-10	2.3539378643035986
7.358683107305808e-10	2.3539378643035986
7.433615389906834e-10	2.3539378643035986
7.509310950837289e-10	2.3539378643035986
7.585777561658347e-10	2.3539378643035986
7.663022438819667e-10	2.353937864303599
7.741053908993933e-10	2.353937864303599
7.819880298853832e-10	2.353937864303599
7.899509379960534e-10	2.3539378643035995
7.979948923875213e-10	2.3539378643035995
8.061207812382065e-10	2.3539378643035995
8.143293817042263e-10	2.3539378643035995
8.226215819640004e-10	2.353937864303599
8.309982146847972e-10	2.3539378643035995
8.394601680450364e-10	2.353937864303599
8.480082747119866e-10	2.353937864303599
8.566434228640674e-10	2.353937864303599
8.653665006796984e-10	2.353937864303599
8.741783963372995e-10	2.3539378643035995
8.830800535264416e-10	2.3539378643035995
8.920723604255443e-10	2.3539378643035995
9.011562052130273e-10	2.353937864303599
9.103325870896128e-10	2.353937864303599
9.196023942337206e-10	2.353937864303599
9.289665703349215e-10	2.3539378643035995
9.384261145939377e-10	2.3539378643035995
9.479820262114913e-10	2.3539378643035995
9.576351933660021e-10	2.3539378643035995
9.673866152581923e-10	2.3539378643035995
9.772374021110863e-10	2.3539378643035995
9.87188442103104e-10	2.3539378643035995
9.9724084545727e-10	2.3539378643035995
1.0073956113743066e-09	2.353937864303599
1.0176537390549356e-09	2.353937864303599
1.028016338722182e-09	2.353937864303599
1.03848452059907e-09	2.353937864303599
1.0490592838863222e-09	2.353937864303599
1.059741738806963e-09	2.353937864303599
1.070532995584017e-09	2.3539378643035995
1.0814340534182065e-09	2.3539378643035995
1.0924461335548585e-09	2.353937864303599
1.1035703462169977e-09	2.353937864303599
1.114807912649951e-09	2.353937864303599
1.1261598320544408e-09	2.353937864303599
1.137627325675794e-09	2.353937864303599
1.1492116147593379e-09	2.353937864303599
1.1609139205503993e-09	2.3539378643035986
1.172735353272003e-09	2.353937864303599
1.1846771341694762e-09	2.3539378643035986
1.1967405955104482e-09	2.3539378643035986
1.2089268475179438e-09	2.3539378643035986
1.2212372224595924e-09	2.3539378643035986
1.2336729415807213e-09	2.3539378643035986
1.2462352261266574e-09	2.353937864303599
1.2589255193873328e-09	2.353937864303599
1.2717450426080745e-09	2.353937864303599
1.2846950170342097e-09	2.353937864303599
1.2977768859556704e-09	2.353937864303599
1.3109919816400861e-09	2.353937864303599
1.3243416363550864e-09	2.3539378643035995
1.3378271823683008e-09	2.3539378643035995
1.3514500629696613e-09	2.3539378643035995
1.3652117214491e-09	2.353937864303599
1.3791134900742463e-09	2.3539378643035995
1.3931568121350324e-09	2.3539378643035995
1.4073431309213902e-09	2.3539378643035995
1.4216738897232517e-09	2.3539378643035995
1.4361506428528514e-09	2.353937864303599
1.4507748336001214e-09	2.3539378643035995
1.4655479052549936e-09	2.3539378643035995
1.4804714121297025e-09	2.3539378643035995
1.4955469085364825e-09	2.3539378643035995
1.5107758377652658e-09	2.3539378643035995
1.5261598651505892e-09	2.353937864303599
1.5417005450046872e-09	2.353937864303599
1.5573994316397943e-09	2.353937864303599
1.5732581903904475e-09	2.353937864303599
1.5892784865911835e-09	2.353937864303599
1.605461874554237e-09	2.3539378643035995
1.6218101306364474e-09	2.353937864303599
1.638324809150049e-09	2.3539378643035995
1.6550076864518815e-09	2.353937864303599
1.6718604278764815e-09	2.353937864303599
1.6888848097806886e-09	2.3539378643035995
1.7060824974990396e-09	2.3539378643035995
1.723455267388374e-09	2.3539378595191733
1.7410050068278338e-09	2.353937859615178
1.7587333811519557e-09	2.3539378597092493
1.776642388762184e-09	2.3539378598014276
1.794733694993056e-09	2.353937859891751
1.813009187223713e-09	2.353937859980256
1.8314708638555999e-09	2.3539378600669805
1.8501205012455557e-09	2.3539378601519605
1.868960097795025e-09	2.353937860235231
1.8879915408831494e-09	2.3539378603168264
1.9072166068667684e-09	2.353937860396781
1.9266375161919314e-09	2.353937860475128
1.9462562672600825e-09	2.3539378605518997
1.9660746364280612e-09	2.353937860627128
1.986094844141917e-09	2.353937860700844
2.0063188888030936e-09	2.3539378607730783
2.026748990857641e-09	2.35393786084386
2.0473871487070028e-09	2.35393786091322
2.068235360752624e-09	2.3539378609811856
2.089295847440553e-09	2.353937861047786
2.11057082921684e-09	2.353937861113049
2.132062526527534e-09	2.353937861177
2.153772937774079e-09	2.353937861239667
2.175704505447129e-09	2.353937861301075
2.197859449992734e-09	2.3539378613612496
2.2202399918569427e-09	2.353937856642169
2.2428483514858044e-09	2.3539378567957026
2.2656869713699734e-09	2.353937856946153
2.288758071955499e-09	2.353937857093583
2.312064095733035e-09	2.353937857238053
2.3356074851932362e-09	2.353937857379623
2.3593906828267563e-09	2.353937857518351
2.3834161311242497e-09	2.3539378576542953
2.4076860505317654e-09	2.353937857787511
2.4322031055845628e-09	2.3539378579180528
2.4569699608179008e-09	2.3539378580459758
2.4819890587224336e-09	2.3539378581713315
2.5072628417888154e-09	2.353937858294172
2.5327939745523054e-09	2.353937858414548
2.5585851215481625e-09	2.3539378585325093
2.584638947311646e-09	2.353937858648104
2.61095789433341e-09	2.3539378587613795
2.6375448491933184e-09	2.3539378588723836
2.6644026984712355e-09	2.353937858981161
2.691533884657815e-09	2.353937854312798
2.7189415163775266e-09	2.3539378545128846
2.746628036121024e-09	2.353937854708959
2.774596552512776e-09	2.3539378549011007
2.8028499521326466e-09	2.3539378550893906
2.8313908995158954e-09	2.3539378552739048
2.860222503286991e-09	2.3539378554547197
2.8893478720704024e-09	2.3539378556319095
2.918769670401389e-09	2.353937855805547
2.948491228949024e-09	2.3539378559757043
2.978515434293172e-09	2.3539378561424495
3.0088451730136967e-09	2.3539378515322085
3.0394837757796722e-09	2.353937851787913
3.0704343512155674e-09	2.353937852038493
3.101700229990456e-09	2.35393785228405
3.1332845207288074e-09	2.3539378525246857
3.16519033205509e-09	2.3539378575336367
3.197420994638378e-09	2.353937857669169
3.2299798391477452e-09	2.353937853029036
3.2628701962522655e-09	2.3539378484818823
3.2960956186656176e-09	2.3539378440258414
3.3296594370568755e-09	2.3539378396590838
3.363564982095113e-09	2.353937835379817
3.397815806494009e-09	2.353937831186286
3.432415240922637e-09	2.3539378318491955
3.4673670601392814e-09	2.35393782772648
3.5026748168576205e-09	2.353937828458619
3.538342063791333e-09	2.3539378244039053
3.5743725756987033e-09	2.353937820430414
3.6107699052934095e-09	2.353937821308552
3.6475378273337355e-09	2.353937817397138
3.68468033862257e-09	2.3539378183359596
3.722200991873592e-09	2.3539378192559774
3.76010378388969e-09	2.353937815385817
3.798392267384543e-09	2.353937811593169
3.837070661205644e-09	2.3539378078764774
3.876142962155882e-09	2.35393780423422
3.9156131670381455e-09	2.353937805436393
3.9554852726553236e-09	2.3539378066144914
3.9957632758103045e-09	2.353937802997632
4.036451617395187e-09	2.3539377994532007
4.0775542942128595e-09	2.353937795979744
4.119075303066211e-09	2.3539377925758393
4.161019528936549e-09	2.353937789240092
4.2033905245375536e-09	2.3539377907422145
4.246193174850532e-09	2.35393779221426
4.289431476678374e-09	2.353937788885862
4.3331103150023864e-09	2.3539377903950225
4.377233686625459e-09	2.3539377918739675
4.4218064765289e-09	2.3539377885524857
4.466833125604808e-09	2.353937785297501
4.5123185188344905e-09	2.353937782107681
4.558266653020837e-09	2.353937778981719
4.604682857234366e-09	2.3539377759183364
4.651571572367175e-09	2.353937772916279
4.698938127489782e-09	2.353937774744856
4.746786963494287e-09	2.3539377813073226
4.7951229653619976e-09	2.353937782967972
4.843951018074222e-09	2.353937779824969
4.893276450701478e-09	2.35393778151525
4.943104148225075e-09	2.3539377784013666
4.99343899562632e-09	2.3539377801201025
5.044286321975733e-09	2.3539377722639325
5.0956514563438304e-09	2.3539377693352224
5.1475397278011314e-09	2.3539377712353096
5.199956465418154e-09	2.3539377730973663
5.252906998265416e-09	2.353937770152048
5.306396655413437e-09	2.3539377672656787
5.360431210021943e-09	2.3539377644370774
5.415015991161454e-09	2.3539377616650876
5.470156327902487e-09	2.3539377637185463
5.52585843749398e-09	2.3539377657309086
5.582127649006452e-09	2.3539377581631813
5.6389697355996304e-09	2.353937755516782
5.6963904704332435e-09	2.353937757693192
5.754396070756229e-09	2.3539377598260467
5.812992309728315e-09	2.3539377571464297
5.87218540459844e-09	2.3539377592901976
5.931981128526331e-09	2.353937756621332
5.992385698760927e-09	2.3539377540058743
6.053405332551165e-09	2.3539377514427544
6.115046247145983e-09	2.353937748930925
